ori_sentence,bias_labels
"她的几个旧同事、老同学,已然三十八九岁高龄,以前设定的条件不仅一点不打折,还参照着香椿、猪肉等物价,节节攀升。","[0, 0, 0]"
本场比赛的转折点在第三节，单节得到29分后新疆女篮将领先优势扩大到10分。,"[0, 0, 0]"
就是在这样艰苦的环境中，爷爷也没有放弃读书，放弃学习，反而更加努力。,"[0, 0, 0]"
"不过吵架时,她总是动手打我,我都忍着,从不还手。","[0, 0, 0]"
"普通士兵和高级将须两种类型的军人形象,符合苏联文学对社会主义军人典型的新的美学要求——革命英雄主义和让会主义人道主义的完美结合.库兹涅佐夫是一位毕业干军校的青年军官,严酷的战斗生活培养了他坚强的意志和英勇无畏的献身精神,在战斗打响之前,他的心就和战友们的心""永久而牢固地结合在一起"",他的全部思想和感情都凝结为","[0, 0, 0]"
音子刚说到这里，只见打扮得干净漂亮的阿荣羞答答地走了进来。,"[0, 0, 0]"
姥姥正好可以安心地忙里忙外做家务。,"[0, 0, 0]"
可我心里有点别扭，有时候真想脱口而出：“你那个男友，真的不是个好东西”。,"[0, 0, 0]"
最后的转发日期，已经是他在病危的时间。,"[0, 0, 0]"
我认为女网选手在国内训练五年，进前一百没问题。,"[0, 0, 0]"
虽然有了女友，回到家不用被七大姑八大姨逼问找对象的事，但是烦恼也不少。,"[0, 0, 0]"
王东岳：为什么要先说先秦呢？因为诸子百家是指先秦。所谓先秦就是秦统一天下以前往前走三百五十年。在这三百五十年是中国文化最灿烂的时期。,"[0, 0, 0]"
我也没觉得有什么，这么多年，似乎和外公就没有什么太深的感情，一直淡淡的。,"[0, 0, 0]"
年，受到疫情影响，他赔了几万元，家里上有老下有小，日子困顿起来，成了村里的贫困户。,"[0, 0, 0]"
通过三个性格迥异的女性形象宣扬一种励志精神，一种亲情呼唤，一种生活磨砺。,"[0, 0, 0]"
马克今天看上去格外帅气，可能与明亮的阳光和四周自然怡人的环境有关。,"[0, 0, 0]"
郑博文当然不晓得祖斐心里在怪叫：这么肤浅，这么轻佻，如此自私虚荣，相由心生，引致外形浮躁、动作猥琐。,"[0, 0, 0]"
几乎同时，一名男子因车祸也被送了进来，历经4次手术，保住了性命，但双腿被迫截肢。,"[0, 0, 0]"
贺老非常喜欢开涮自己，说自己也是上海人的一分子，上海人的优点和缺点，他都有，没有法子改变。,"[0, 0, 0]"
他能记得小时候在高邮看到过的很多门上的对联，几十年不忘。,"[0, 0, 0]"
"在她看来,这样的活动很实惠,还能有效促进垃圾分类。","[0, 0, 0]"
但是他说他非常喜欢我的善解人意和温顺。,"[0, 0, 0]"
电梯一上升，劳工突然从后面很粗鲁地一把抱着我，掐着我的脖子，扭过我的头狂吻我。,"[0, 0, 0]"
比如，义乌一名职高男生，报了一个培训课程，交了五千元学费，对方承诺再贷款三万元就可以包就业。,"[0, 0, 0]"
那个女的身上都是血，就像是个血人似的，身上能看到明显的刀伤。,"[0, 0, 0]"
今年参赛人数较往年有所增加，并且首次出现了两支女工参赛队伍。,"[0, 0, 0]"
我的老婆一直有个开店的愿望，今年真就付诸实施了。,"[0, 0, 0]"
普通人把丁克作为一种生活方式，而那些因为事业而耽误了生活的女明星们更有不同于常人的想法。,"[0, 0, 0]"
希莉丝不知道其中的原因，一开始她只以为他是个优柔寡断的人。,"[0, 0, 0]"
那时我们包括母亲在内，上班、上学、出门办事都挤公共汽车或骑自行车。,"[0, 0, 0]"
年11月，女童王某不幸患上双侧眼球内母细胞瘤，就是俗称“眼癌”的一种恶性肿瘤。,"[0, 0, 0]"
"她认为人生最难的部分不是高考,不是解答别人给你的问题,而是提出问题。","[0, 0, 0]"
"她从未上过学,不追求年龄,也不关注什么,平日里睡眠极少,傍晚睡俩小时,一小觉醒来全天都睡足。","[0, 0, 0]"
"离开酒店后,她回家洗了个澡,后来才发现犯了个错误：“我当时应该直接去报警”。","[0, 0, 0]"
作为女演员，不仅要举着六七斤的木偶，还要操纵木偶上下翻飞，对臂力和体力要求极高。,"[0, 0, 0]"
"我是美术与设计学院的书法老师,她是图书馆的工作人员。","[0, 0, 0]"
这里存在通过非医学需要的胎儿鉴定，还有非医学需要的选择性人工流产，来达到生男孩的目的。,"[0, 0, 0]"
我家有一个秘密，就是女儿是领养的。,"[0, 0, 0]"
天很冷，手也很冷，可我心里是暖的，我想象他戴着我送的白围巾，走在路上春风得意的样子。,"[0, 0, 0]"
杨澜：穿漂亮的衣服，走红地毯……就是最不好的一面吗？,"[0, 0, 0]"
地震局工作人员李叔叔给我们介绍说：“这些动物能预测地震的到来”。,"[0, 0, 0]"
一名4岁男童从车后方经过，被货车撞倒并碾压，当场死亡。,"[0, 0, 0]"
融化小孩们在院子里堆起的雪人的阳光还要强烈，接着，比雪花掉在孩子们嘴里融化成水珠还要快得多，英娥僵硬直立的身躯融成一阵烟雾；一只小鸟闪电般地东躲西闪着朝人类世界飞去，它对四周的一切太害怕了，同时十分地羞赧，为自己感到羞愧，怕听见所有活生灵的声音。它匆匆地躲进一片倒塌的土墙上的一个黑洞里。它蹲在那里，缩成一团，浑身颤抖，发不出声音。它没有声音，它在那里躲了很久才渐渐地安静下来看一看周围，感觉一下它蹲的那个...,"[0, 0, 0]"
就像今天，妹妹就是在我的注视下睁开了小眼睛，开始了新的一天。,"[0, 0, 0]"
在我的家里，儿子和儿媳都不继承父业，多年前他俩就去遥远的乡下当烧砖瓦的窑工去了。他们将孙儿阿狗扔在家中，再也没回来探望过。我一贯认为那两个人生死未卜，我也早就对他们不存任何希望了。在这一点上，乖巧的阿狗同我的观点也很一致。见到穿铁甲的人之后，这个多年来已被我埋葬了的记忆又隐隐地活动起来了。我一直在猜测这个人是否同我的儿子敏泽有关。敏泽如果还活着，也是四十多岁的人了，他是属于那种阴沉又极有心计的类...,"[0, 0, 0]"
后来的几次住院，学生一起去看望他，大家“凑份子”用信封装了笔慰问金。,"[0, 0, 0]"
老婆一扭头，怒目圆瞪，伸手摸着自己短发下粉嫩的脖颈。,"[0, 0, 0]"
昨日上午，记者联系到了捡包的男邻居。,"[0, 0, 0]"
梁冬：啊，这是一个很重要的一个，呈现我们善良天性的一种法门嘛，就方法嘛，对不对？,"[0, 0, 0]"
我想起念小学的时候，放学都是爷爷来接我，每天的放学路对于我来说都是一次新的旅程、新的“探险”。,"[0, 0, 0]"
陈燕：当时挺冷静。那个结婚证是红的，离婚证是绿的，我还记得（办手续）出来以后，我说行了，咱俩都可以出国了，一人一个绿卡。这个结婚、离婚，确,"[0, 0, 0]"
"在此过程中,对方用手里的笔把她手机屏幕划出一条深痕。","[0, 0, 0]"
这一期的主题是“璀璨之声”，应该突出中生代男演员充沛的表现力，表现出声音的个性。,"[0, 0, 0]"
"她一边甩甩伞,一边歉意地说：“让大家久等了！”","[0, 0, 0]"
似放弃了和大玛力嘎的权力角斗，竟规规矩矩躲在猪冢身后像变成了一只温顺的绵羊。,"[0, 0, 0]"
他觉得自己理直气壮，完全不把他们放在眼里，他想：“你们自己要干这种下贱的事情，我为什么要把你们抬高呢！”,"[0, 0, 0]"
"训练完毕,收好道服的小娜依走到记者身边,讲起了一段她最难忘怀的训练经历。","[0, 0, 0]"
我要摸摸恩人的手，就是这双手救了我哥哥！,"[0, 0, 0]"
除此之外，引起男性脱发的另一“帮凶”是遗传因素。,"[0, 0, 0]"
姥姥常年在家，火炕总是烧得热乎乎的，炕上还放着一个泥火盆。,"[0, 0, 0]"
李敖：没有错，当然我坚决相信台湾是中国不可分割的一部分，台湾是中国的一部分，大陆也是中国的一部分，我始终这样相信，所以台湾有一种分离主义的倾向我是绝对反对的，所以我会很勇敢地站出来并且把这个话说清楚，告诉大家这个路是错的。,"[0, 0, 0]"
终于有机会可以走进叔叔们工作的地方了。,"[0, 0, 0]"
幸运的是，最后诊断其父亲只是普通感冒，而不是流感。,"[0, 0, 0]"
两个小男生看我拄着拐杖，心疼我，就把我的课表记住了，只要我有课，就会来办公室，让我坐到椅子上，推着我进教室。,"[0, 0, 0]"
当他成为通缉犯后，知道举报自己就可以得到30万的奖金，才有了拿命换钱的举动。,"[0, 0, 0]"
从医26年，他心系患者，以院为家，浑然忘我，被大家称为“闻不休”。,"[0, 0, 0]"
女负责人笑着说，现在哪有散养的鸡，多是笼养鸡下的蛋，“超市里的柴鸡蛋多数是假的”。,"[0, 0, 0]"
"创作,成为战后派的代表作家.野间宏主张把人的内部因素生理、心理和人的外部因素社会这三者综合起来进行分析.1946年4月发表了短篇小说《阴暗的画面》,这篇小说以1931年日本侵略我国东北前后为时代背景,细腻描述了学生们参加绝望的左翼运动的心理状态.学生们明明知道毫无成功的可能,但他们追求的是心理的自我完成.这部作品实际上已经超出了现实主义的创作方法.日本评论家本多秋五说:""这是一篇从生理、心理、社会三个角...","[0, 0, 0]"
不开口了，吴祥子马上替他找到了“合适”的表达方式：“那点意思！”宋恩子正中下怀：“对，那点意思送到，你省事，我们也省事！”王利发抗不过他们，只好用小商人的算计法，叮问了一句：“那点意思得多少呢？”狡诈油滑的吴祥子一点儿不示弱：“多年的交情，你看着办！你聪明，还能把那点意思闹成不好意思吗？”这段对话，圆熟地运用了汉语常有的“双关”含义，来刻画特务们利用特权打秋风、砸明火：他们要把坏事做绝，又想少留下口实，...,"[0, 0, 0]"
张学友：没有人知道可不可以做朋友，可是问题是，那个时候没有那么成熟，什么也看不透。比如他拿五个奖，我拿两个奖，有时会想为什么我只有两个奖，我错在哪里了？心里面总会有一点别扭，真的。,"[0, 0, 0]"
稳定住孩子的情绪后，消防指挥员令人从10楼楼道窗户口架设二节拉梯和挂钩梯，抵达了男孩被困位置。,"[0, 0, 0]"
这是一位教学经验丰富的男老师。,"[0, 0, 0]"
姥爷告诉我，人的眼睛就像是一台摄像机，我要用我的眼睛去摄下祖国的变化。,"[0, 0, 0]"
其中一个男青年从上衣口袋掏出一根甩棍，威胁要打我。,"[0, 0, 0]"
"在5年任期内,她有信心带领协会广大会员遵守协会章程,完善各项管理制度,将立足为餐饮企业、会员单位、广大餐饮业从业人员服务,团结全市餐饮企业,加强行业自律,开展有序竞争。","[0, 0, 0]"
“我倒不要紧，是肚子咕噜咕噜直‘打雷’。”她俏皮地两手卡着肚子，“春玲是不是把咱们给忘啦？”,"[0, 0, 0]"
张向东：听您这么讲，证明您还是先做了一个很冷静的分析，然后再去确定是否卖给amazon。在媒体看来，在相当长一段时间中，当当网和卓越也就是现在的亚马逊中国，是完全针尖对麦芒，一番斗争好不热闹，不过也不排除媒体添油加醋。您觉得当一个强大的竞争对手出现...,"[0, 0, 0]"
和正直、纯洁跟品德优良的名声，是不是好多了呢？当然是的。那显然是走向显赫的途径，假定他有才能的话，可现在，他什么事都做，就是不走那种途径。良心是他的障碍，一个没有被冷酷的私心所改变的良心。真丢脸！他的优柔寡断的性情真丢脸，不能从这个美的幻想上恢复过来。这就是在他反省的时候，他的一些思想。,"[0, 0, 0]"
你可在23号中午以出门看男友为名，打车去首都国际机场3号航站楼接我一下。,"[0, 0, 0]"
儿子说不能再拖，非要带我到杭州来。,"[0, 0, 0]"
就在元春退休的当月，妈妈被查出来肝癌晚期，从确诊到离世仅八天时间。,"[0, 0, 0]"
她来自黑苗的山寨，这山寨里出落的一枝俊秀的白兰，两片鲜红的嘴唇又像是早春的山茶花，启开的唇间亮出螺钢般的细牙。她扁平稚气的鼻子，那圆圆的脸蛋上，两眼更显得分开，总也微微在笑，乌黑的眼仁闪烁，更增添她异样的光彩。她不必到河滩上去招引情郎，各个寨...,"[0, 0, 0]"
到了医院后，志愿者引导他挂号、就诊、取药。,"[0, 0, 0]"
王东岳：对，对。所以你在生物史上也表达吧？！就是越高级的物种，能力越强的物种死灭速度越快，两者呈反比函数关系。回到老子的话题上讲，看老子。老子一方面讲道，他归结了两个字——柔弱。他把这个柔弱这个问题，他讲到了，但是他说不清。他一会赞赏柔弱，一会又批评柔弱，但他至少发现了柔弱。更重要的是，老子了不起的地方就是当他讲德的时候，恰恰讲到无为这个问题，就讲到了能力这个问题。他讲你能力高是一个很危险的指标，你能力越高，你对你的生存危机越大 以老子就跟你讲，你要无为。为什么呢？因为你...,"[0, 0, 0]"
我很好奇地问她为什么要下这种软件。,"[0, 0, 0]"
"但他们必须对自己的选区有所交代，同时他们对失败所带来的恶果似乎不象总统看得那么严重。金希望举行更多的""炉边谈话""。威尔金斯则抱怨肯尼迪""过分谨慎""。象一百年前主张废除奴隶制度的人士一样，他们责备总统优柔寡断、含糊其词并向后退缩。","[0, 0, 0]"
患者42岁，姓张，男性，沈阳一所知名学校的优秀教师。,"[0, 0, 0]"
女儿也挺争气的，除了体育课之外，各科成绩都不错，在班上都是前几名。,"[0, 0, 0]"
但他的绘画技能十分多元化，油画、素描、水彩、水墨、连环画各画种都运用自如，人物、静物、各种风景都自成风格。,"[0, 0, 0]"
在那里，他度过了自己的学生时代。,"[0, 0, 0]"
"同样,以战斗英雄身份出场的金灿烂也没有获得观众的好感,她并没有用实际行动来证明自己的过人之处,反而给人浮夸、粗莽、空喊口号的印象。","[0, 0, 0]"
为尽快熟悉化石戈镇的自然环境、产业结构和农民收入等情况，他到任后第一件事就是进村入户走访。,"[0, 0, 0]"
王国炎的回答已经渐渐地没了刚开始时的张狂和横暴，嗓音也渐渐地弱了下来：,"[0, 0, 0]"
女子网上个人项目上，冠亚军均由东道主日本选手获得。,"[0, 0, 0]"
经检查，无名女除了精神失常、失语、失智外，还患有糖尿病等多种疾病。,"[0, 0, 0]"
他说过：你要学习我，要站在我的前面、站在我的侧面看，你不要站在我的背后看。,"[0, 0, 0]"
于是，不断有男网友上当，蒙在鼓里以为自己在做善事，直到被对方拉黑。,"[0, 0, 0]"
西安4个月大的女婴小雨因咳嗽到当地社区医院就诊，医生诊断孩子患上呼吸道感染，没什么大碍，可以推拿调理一下。,"[0, 0, 0]"
"两年的支教生活结束后,她选择留在老家广东省化州市就业,最终在化州市第四中学当了一名历史教师。","[0, 0, 0]"
我也没想到自己会得奖，我想我妻子嫁给我的时候也没这个想法。,"[0, 0, 0]"
假如青春和美丽在花信时节应该从生活中得到认可，那么嘉莉确实值得人们的爱恋。她的经历还没有使她的心灵失去清新和纯洁，这正是她的胴体的魅力所在。她的水灵灵的大眼睛里满含着温柔，而没有一丝失意的痕迹。一层淡淡的疑虑和渴望困扰着她，但这些只是使她的目光和话语带上了一种企盼的表情。不管是不是在说话，她的嘴有时会露出伤心欲碎的样子。不过她并不经常忧伤，这是因为她...,"[0, 0, 0]"
为什么老百姓和皇帝统统是“冤大头”呢？好像是因为他们都被官吏们糊弄和摆布了，为什么官吏们能如此张狂、能总是得手，就因为官吏们掌握着一种看不见、摸不着、但能在暗中操控一切的“潜规则”。老百姓拿他们也没办法，皇帝拿他们也没办法，所以，这里的潜台词就是：认了吧，人民是只有倒霉，没有办法的；皇帝们尚且拿他们...,"[0, 0, 0]"
"有需要时,她会信手拿起一张适合的贺卡并寄出。","[0, 0, 0]"
我还没开口，儿子一把抢过话题，用调羹指着那盘罗氏虾，涨红了脸，急不可耐地喊。,"[0, 0, 0]"
李老师就抓住这个细节大肆表扬了这位男生。,"[0, 0, 0]"
他带领青年作家到扶贫一线体验生活，将采访到的扶贫素材写成小说、散文、报告文学等，将基层扶贫成果宣传报道出去，以引起全社会的关注。,"[0, 0, 0]"
拿些柴来。”一个红头发、红脸的士兵喊道，他眨巴着被烟子熏得眯成一条缝的眼睛，就这样他也不愿意远离火堆。“你，乌鸦，也去拿点柴火来。”这个大兵转过身对另一个士兵说。这个红脸人既不是军士也不是上等兵。但他壮实，就因为这，他就能指挥那些体质比他弱的士兵。那个被叫做乌鸦的士兵又瘦又小，长着个尖鼻子，乖乖地站了起来，准备去执行这个命令。就在这时，一个身材修长的、年青英俊的士兵抱着一大捆木柴向着火堆的光亮处走了过来...,"[0, 0, 0]"
他经常发表对沙特内外政策的负面看法，逐渐与沙特政府对立。,"[0, 0, 0]"
关键的最后一局，两名中国女将顶住压力，发挥稳定，以15比9胜出，最终拿下了这枚宝贵的金牌。,"[0, 0, 0]"
整个人如被扔至万丈深渊，周围黑墨墨、冷冰冰、孤独、无助、凄凉！,"[0, 0, 0]"
我是农民的儿子，有很深的平民情结。,"[0, 0, 0]"
很有趣的是，当护士把针拔出来之后，孩子才哭，也许他是以为要打针了，其实人家已经都注射完了。,"[0, 0, 0]"
年，他开始漫长的慈善公益之路，从救灾、济困、助学到社区公益，一做就是34年，成为浦东慈善代表机构的“老常客”。,"[0, 0, 0]"
"年4月,眼看小菲已经无力偿还,周某将她“解套”到另一个私贷文某手中。","[0, 0, 0]"
"她的团队主要负责民事案件的审理,这类案件与百姓的利益息息相关。","[0, 0, 0]"
女子高中的学生不收学费、住宿费和书本资料费，每人还发3套校服和箱子。,"[0, 0, 0]"
无论是给学校捐书，还是请好老师教孩子们书法、太极拳，都由他个人出资。,"[0, 0, 0]"
小男孩被卷入车底，被卡在车底下不能出来，不断哭喊挣扎，后来被路过的群众一起抬出，随后，被赶到的120救护车送往医院接受救治。,"[0, 0, 0]"
冯阿姨不好意思地笑笑说，自己退休有几年了，很多小学知识有点遗忘，平时照顾孩子，陪孩子玩玩游戏还行，要是辅导孩子作业确实不能胜任。,"[0, 0, 0]"
三年级时从县城来了一位年轻的女老师，我们每星期才有了音乐、美术。,"[0, 0, 0]"
"吉老爷之流的穷途没烙,到头来等待他们的将是阴曹地府.总的看来,小说结构严谨,层次分明,语言生动,比喻贴切,艺术手法多种多样,堪称为现实主义的佳作.礼萨王当政时期,哈吉老爷家门庭若市,不断有人登门造访.年迈的哈吉""总是在前厅接待客人"",他们或洽谈生意,签订契约;或互通情报,探听消息,或相互吹捧,狼狐为奸;或议论大战,分析国情.从言谈中不难看出,哈吉对内主张""实行铁腕政治"",对外坚持亲德反苏的立场,是国王独...","[0, 0, 0]"
还有不到一个月，就是两个儿子被拐整20年了。,"[0, 0, 0]"
各种音乐规律已经长在他身上，只有深厚的积淀才能拥有这样的能力。,"[0, 0, 0]"
看完体彩25年发展历程及体彩公益金使用方向介绍，他有些惊讶地说：“今年我也25岁，今天才知道原来体彩与我是‘同龄人’”。,"[0, 0, 0]"
"他常常告诉科室同事,手术不但是技术,更是门艺术,手术者要像雕刻家雕刻一件作品,不能多一刀也不能少一刀。","[0, 0, 0]"
外婆吃着粽子，绽出笑容，灿烂明朗。,"[0, 0, 0]"
岁那年的冬天，我入伍成为一名女兵。,"[0, 0, 0]"
克利福把车驶到小山顶上，康妮在后面慢馒地跟着。山毛榉的褐色牙儿，温柔地开展着。老去的冬天的粗糙，全变成温柔了。甚至倔强嶙峋的橡树，也发着最柔媚的嫩叶，伸展着纤纤的褐色的小枝翅，好象是些向阳的蝙蝠的翅翼。为什么人类从来就没有什么新鲜的蜕变，使自己返老还童？多么拓燥刻板的人生！,"[0, 0, 0]"
但在2014年，这种模式突然失灵，人员流失近半，他陷入深深的焦虑之中。,"[0, 0, 0]"
春运，那个男孩子非但没有买到卧铺票，连张硬座也没有买到。,"[0, 0, 0]"
"她是个爱说爱笑、性格外向的人,以前经常去邻居家串门。","[0, 0, 0]"
月26日晚临睡前，他用手机查看了一下，发现自己守了差不多两年的彩票终于有了回报：中二等奖了！,"[0, 0, 0]"
吓了一跳，转过头去，原来是一个穿着厚厚羽绒服的中年女人，靠过来，声音不高地在我耳边说。,"[0, 0, 0]"
他经人介绍在网上购买治疗银屑病的偏方，服药初期自觉效果不错，但是停药即复发，而且一次会比一次加重。,"[0, 0, 0]"
"在她的努力下,海口社保局使用网报的比例逐年上升,有效缓解了大厅经办压力。","[0, 0, 0]"
从此，他的心同这冰冷的雪沉睡在一起，一无所有，孤身一人。,"[0, 0, 0]"
社区居民王叔叔对签约医生感触颇多。,"[0, 0, 0]"
"当我看到优美的学习环境、可口的饭菜,听到她高兴地讲起学习生活的情况时,我放心了。","[0, 0, 0]"
她并不喜爱李空山，也不想嫁给他。她只觉得空山怪好玩。她忘了以前的一切，对将来也没作任何打算。她的家教是荒淫，所以她也只能想到今天有酒今天醉。在她心的深处，还有一点点光亮，那光亮给她照出，象电影场打“玻片”似的，一些警戒的字句。可是，整个的北平都在乌七八糟中，她所知道的“能人”们，都闭着眼瞎混——他们与她们都...,"[0, 0, 0]"
概是不会动气的。瑞丰骂了人，而且骂的是大嫂，老人不能再宽容。不错，老人的确喜欢瑞丰在家里，尽管他是白吃饭不干活。可是，这么些日子了，老人的眼睛也并不完全视而不见的睁着，他看出来瑞丰的行动是怎样的越来越下贱。他爱孙子，他可是也必须管教孙子。对于一个没出息的后辈，他也知道恨恶。“拿棍子来！”老人的小眼睛盯着瑞丰，而向天佑下命令：“你给我打他！打死了，有我抵偿！”,"[0, 0, 0]"
清晨，夜色还未褪去，一位老爷爷骑着自行车拐进了北京市隆福医院。,"[0, 0, 0]"
"要通过许多细节的真实的具体的描写.这些细节体现了人物的思想和心理状态,突出了作品的真实感和时代感.人物的行动和思想具有典型性和概括性,代表了60年代的青年的普遍特征.但是,贝雷克并不象传统小说那样塑造丰满的典型形象、强调情节的曲折和起伏,而是打破时序,穿插跳跃地表现幻想与现实的交替、静态地、素描式地平淡记录人物行动和思想,尤其是他在作品中不厌其烦地罗列物品,细致而精确地描写物品外形、质地,使人联想到新小...","[0, 0, 0]"
他希望的是金钱、土地、放荡的生活和子孙万代的殷富。,"[0, 0, 0]"
经总校确认，这名小女孩系新九学校分校二年级学生，孩子的班主任接到校方的通知后第一时间联系上学生家长。,"[0, 0, 0]"
棺材大楼里的人眼看着都吃不住劲了，都感觉憋屈了，心眼儿就开始活泛起来，,"[0, 0, 0]"
目前，该男子已被警方抓获，案件在进一步审理中。,"[0, 0, 0]"
我赞成余登发坐牢，我也赞成美丽岛人士坐牢。应该嘛！,"[0, 0, 0]"
我无奈地笑笑，好像只有母亲给我挑选的衣服才能保证我不冷。,"[0, 0, 0]"
"那时她没有工作,我也没有工作,不过我父母有个小作坊,我帮着干活赚钱。","[0, 0, 0]"
不到四十岁的他，原先浓密的头发已经掉光了，体重由原先的150多斤急剧下降到110斤左右。,"[0, 0, 0]"
上个月去泰国玩，团里有位60多岁的叔叔突然中风了，然后住院什么的，暂时也不能回国。,"[0, 0, 0]"
冬冬的假期》中，侯孝贤不只掌握了乡村生活表面上的朴素天真的形貌，他能慢慢推向更为复杂无奈的人生境遇和幽微的道德世界，由于他对人性的普遍的尊重，使两个儿童的假期经历，变成复杂的生活关照。台湾电影评论家焦雄屏认为虽然《冬冬的假期》这部影片不叛逆和锐利，和《风柜来...,"[0, 0, 0]"
"她知道,城里的书店都这么干。","[0, 0, 0]"
画上是个外国女人，非常好看，可是我画不好，大腿和膀子都太粗。,"[0, 0, 0]"
他解释，早教行业其实不好干，品牌的困境一方面来自政策监管层面。,"[0, 0, 0]"
"没想到会遇到一个“醉鬼”,问其索要钱财并抢夺手机,她拒绝对方后便遭到殴打。","[0, 0, 0]"
她苍白的脸上又有了泪痕，看来是那么凄楚柔弱，仿佛连站都站不稳。,"[0, 0, 0]"
除了捧红两位男主角外，该剧本身敛财功力也十分了得，时隔4个月还开演唱会，门票炒到15万元高价，而直播平台凭借这场演唱会收入过亿。,"[0, 0, 0]"
周颠最是暴躁，虽然说话上气不接下气，还是硬要破口大骂少林贼秃奸诈无耻。杨逍等人却想，这倒也怪圆真不得，敌人要点他穴道，他伸手自卫，原无什么不当。,"[0, 0, 0]"
仅仅通过这一点能否确定陈阿姨就是饰品的主人？,"[0, 0, 0]"
我们家人口多，生活也很窘迫，母亲总是精心操持。,"[0, 0, 0]"
在离家十多公里的地方，娘得知有个垦殖场的建筑工地正招男工。,"[0, 0, 0]"
站在列奥纳多对面的米开朗琪罗，正当三十岁的盛年，身体强壮得惊人，他那长方的脸庞血色充沛，眉梢高耸，狮鼻肥厚，一双眼睛闪着桀骜不驯的光芒；他从长老会议大厦的议事厅绘制《卡西诺之战》出来不久，穿着一件被颜料污染了的灰色长袍，乱蓬蓬的头发上很随便地扣着一顶红色的便帽，脚上的靴子有一只鞋底已经裂开了一；从他的眼光看出去，比他年长二十...,"[0, 0, 0]"
后来主任告诉我，如果我的鉴定中没有那一条，就凭我当时“闯堂”那种“红卫兵”遗风，他是绝不要我的。其实我当“红卫兵”时，反倒“温良恭俭让”。“大串联”回到哈尔滨，见了我的语文老师，当时被打成了“历史反革命”，剃了鬼头，我仍在校门口对她行礼，问“老师好”。因为我是她喜爱的学生。我的坏脾气，是到了北大荒后，在“接受再教育”的过程中，不...,"[0, 0, 0]"
她向她走来，站在床前两尺的地方，静静的，悲凄的，苍凉的，爱怜的凝视著她。,"[0, 0, 0]"
"年4月,她被列西派出所返聘为驻所调解室专职调解员。","[0, 0, 0]"
这些年来，他为伊犁、喀什等全疆多个地方建设雪场提供免费的经验和技术支持。,"[0, 0, 0]"
理，而这路古波斯武功的始创者“山中老人”，更是个杀人不眨眼的大恶魔。张无忌初时照练，倒也不觉如何，此刻乍逢劲敌，将这路武功中的精微处尽数发挥出来，心灵渐受感应，突然间哈哈哈仰天三笑，声音中竟充满了邪恶奸诈之意。他三笑方罢，猛听得三株苍松间的地牢中传出通经之声，正是义父谢逊的声音。只听他苍老的声音缓缓诵念“金刚经”：“尔时须菩提闻说是经，深解义趣，涕泪悲泣，而白佛言：‘希有世尊，佛说如是甚深经典。我从昔来...,"[0, 0, 0]"
即使在晚年，他对当前技术发展的新动态，对新技术的理解、接受能力都令学生晚辈惊叹和佩服。,"[0, 0, 0]"
现在好像满大街都是MBA，好像它贬值了。老板说：“MBA怎么没什么用啊！他除了能讲几个道道，干活搞不掂啊！”这与MBA本身的观念有关。有些管理学院的老师特牛，但他凭什么牛呢？因为他是管理大师？他传经送宝，搞定过大型企业？还有，因为他的学生通通是著名企业家？还是因为学校特有钱、学校特有名？这中间存在...,"[0, 0, 0]"
冷元老人的耳朵没有听错，刚才是脚步声——一个凶恶的阴谋正在进行。,"[0, 0, 0]"
女大学生借款3000元，半年内被迫陆续还款18万余元；借七八千元买手机，背上5万元贷款。,"[0, 0, 0]"
"最终她因阻碍执行公务、扰乱公共场所秩序,被处以行政拘留5天的处罚,演艺公司也与其解约。","[0, 0, 0]"
为了展现出劫匪那种流落感和精瘦感，有一场戏他提前三天没有喝水，最多喝口水漱一下口再吐出去，让口腔里有一点水就可以，拍摄前十个小时还去蒸了桑拿。,"[0, 0, 0]"
"经过艰苦曲折的努力,她克服重重困难,化解各个纠纷,最终打开了村里的三把井锁、解开了五百户村民的心锁,开启了龙泉村致富的金锁。","[0, 0, 0]"
他的语音有点斯文和矜持，想在日本人跟前不大卑微，在大家面前不失他身份上的严肃。,"[0, 0, 0]"
后来，这个男生各方面的进步都很大，读书也越来越有劲了，从班里的后三分之一到后来全年级名列前茅。,"[0, 0, 0]"
走过吕祖殿，大树下一个卦桌，坐着位很干净秀气的道士，道袍虽旧，青缎道冠可是很新，在树阴下还微微的发着点光。文博士并不想注意这个道士，可是在这些脏臭的人们中挤了这半天，忽然看见这么个干净的人，这么好看的一顶帽子，好象是个极新鲜，极难遇到的事，他不由...,"[0, 0, 0]"
路。他所认识的世界是受古代皇室的后裔即贵族统治的世界；所有高级的职务，外交职务以及军界的显赫职务，统统由具有古代贵族血统的人物、具有高级教养和教育的贵族担任。战争改变了这一切。在战壕里，出身高贵和出身低贱的人们并肩作战，该由贵族军官担任的肥缺也逐渐由一般人物填补。,"[0, 0, 0]"
但她也不能对她太狠，因为她曾经看见陈佐千有一次进门来顺势在雁儿的乳房上摸了一把，虽然是瞬间的很自然的事，颂莲也不得不节制一点，要不然雁儿不会那么张狂。,"[0, 0, 0]"
"可是,他的“军旅情结”始终没有释怀。","[0, 0, 0]"
我的名字是爸爸取的，意思是虎虎生威。,"[0, 0, 0]"
"聊着聊着,姥爷的话多了起来。","[0, 0, 0]"
